rxn	KEGG_rxn_id	ec_code	direction	substrates_name	substrates_kegg	products_name	products_kegg	genes_model	uniprot_model	kcat	matching_score	catalytic_enzyme	kcat_substrate	kcat_organism	kcat_enzyme	kcat_temperature	kcat_ph	kcat_variant	kcat_db	kcat_id_percent
r_0063	R01226	2.1.2.11	forward	3-methyl-2-oxobutanoate;5,10-methylenetetrahydrofolate;H2O	C00141;C00143;C00001	2-dehydropantoate;THF	C00966;C00101	YBR176W	P38122	0.78	7	P38122	3-methyl-2-oxobutanoate	Mycobacterium tuberculosis					brenda	-1.0
r_0064	R03894	4.1.1.1	forward	(S)-3-methyl-2-oxopentanoate;H+	C00671;C00080	2-methylbutanal;carbon dioxide	C02223;C00011	YDL080C	Q07471	2.1	5	Q07471	pyruvate	Saccharomyces cerevisiae		25.0	6.0	wildtype	brenda	-1.0
r_0064	R03894	4.1.1.1	forward	(S)-3-methyl-2-oxopentanoate;H+	C00671;C00080	2-methylbutanal;carbon dioxide	C02223;C00011	YGR087C	P26263	65	4	P26263	pyruvate	Saccharomyces cerevisiae	P26263	25.0	7.0		brenda	100.0
r_0064	R03894	4.1.1.1	forward	(S)-3-methyl-2-oxopentanoate;H+	C00671;C00080	2-methylbutanal;carbon dioxide	C02223;C00011	YLR044C	P06169	65	4	P06169	pyruvate	Saccharomyces cerevisiae	P06169	25.0	7.0		brenda	100.0
r_0064	R03894	4.1.1.1	forward	(S)-3-methyl-2-oxopentanoate;H+	C00671;C00080	2-methylbutanal;carbon dioxide	C02223;C00011	YLR134W	P16467	65	4	P16467	pyruvate	Saccharomyces cerevisiae	P16467	25.0	7.0		brenda	100.0
r_0064	R03894	4.1.1.43	forward	(S)-3-methyl-2-oxopentanoate;H+	C00671;C00080	2-methylbutanal;carbon dioxide	C02223;C00011	YDL080C	Q07471	0.34	5	Q07471	Pyruvic acid	Saccharomyces cerevisiae	Q06408	30.0	7.0	wildtype	brenda	27.85
r_0064	R03894	4.1.1.43	forward	(S)-3-methyl-2-oxopentanoate;H+	C00671;C00080	2-methylbutanal;carbon dioxide	C02223;C00011	YGR087C	P26263	0.34	5	P26263	Pyruvic acid	Saccharomyces cerevisiae	Q06408	30.0	7.0	wildtype	brenda	30.22
r_0064	R03894	4.1.1.43	forward	(S)-3-methyl-2-oxopentanoate;H+	C00671;C00080	2-methylbutanal;carbon dioxide	C02223;C00011	YLR044C	P06169	0.34	5	P06169	Pyruvic acid	Saccharomyces cerevisiae	Q06408	30.0	7.0	wildtype	brenda	29.79
r_0064	R03894	4.1.1.43	forward	(S)-3-methyl-2-oxopentanoate;H+	C00671;C00080	2-methylbutanal;carbon dioxide	C02223;C00011	YLR134W	P16467	0.34	5	P16467	Pyruvic acid	Saccharomyces cerevisiae	Q06408	30.0	7.0	wildtype	brenda	29.37
r_0064	R03894	4.1.1.74	forward	(S)-3-methyl-2-oxopentanoate;H+	C00671;C00080	2-methylbutanal;carbon dioxide	C02223;C00011	YDL080C	Q07471	0.88	7	Q07471	pyruvate	Enterobacter cloacae		30.0	6.5	wildtype	brenda	-1.0
r_0064	R03894	4.1.1.74	forward	(S)-3-methyl-2-oxopentanoate;H+	C00671;C00080	2-methylbutanal;carbon dioxide	C02223;C00011	YGR087C	P26263	0.88	7	P26263	pyruvate	Enterobacter cloacae		30.0	6.5	wildtype	brenda	-1.0
r_0064	R03894	4.1.1.74	forward	(S)-3-methyl-2-oxopentanoate;H+	C00671;C00080	2-methylbutanal;carbon dioxide	C02223;C00011	YLR044C	P06169	0.88	7	P06169	pyruvate	Enterobacter cloacae		30.0	6.5	wildtype	brenda	-1.0
r_0064	R03894	4.1.1.74	forward	(S)-3-methyl-2-oxopentanoate;H+	C00671;C00080	2-methylbutanal;carbon dioxide	C02223;C00011	YLR134W	P16467	0.88	7	P16467	pyruvate	Enterobacter cloacae		30.0	6.5	wildtype	brenda	-1.0
r_0065	R03460	1.1.1.25	forward	3-phosphoshikimic acid;phosphoenolpyruvate	C03175;C00074	5-O-(1-carboxyvinyl)-3-phosphoshikimic acid;phosphate	C01269;C00009	YDR127W	P08566	50	7	P08566	3-dehydroshikimate	Mycobacterium tuberculosis	P95001	25.0	7.3	wildtype	brenda	12.89
r_0065	R03460	2.5.1.19	forward	3-phosphoshikimic acid;phosphoenolpyruvate	C03175;C00074	5-O-(1-carboxyvinyl)-3-phosphoshikimic acid;phosphate	C01269;C00009	YDR127W	P08566	31.8	5	P08566	phosphoenolpyruvate	Bacillus cereus	F5A7Q0	28.0	7.0		brenda	17.47
r_0065	R03460	2.7.1.71	forward	3-phosphoshikimic acid;phosphoenolpyruvate	C03175;C00074	5-O-(1-carboxyvinyl)-3-phosphoshikimic acid;phosphate	C01269;C00009	YDR127W	P08566	35	7	P08566	shikimate	Dickeya chrysanthemi		25	7.0	wildtype	brenda	-1.0
r_0065	R03460	4.2.1.10	forward	3-phosphoshikimic acid;phosphoenolpyruvate	C03175;C00074	5-O-(1-carboxyvinyl)-3-phosphoshikimic acid;phosphate	C01269;C00009	YDR127W	P08566	210	7	P08566	3-dehydroquinate	Salmonella enterica	P58687	37.0	7.5	wildtype	brenda	12.88
r_0065	R03460	4.2.3.4	forward	3-phosphoshikimic acid;phosphoenolpyruvate	C03175;C00074	5-O-(1-carboxyvinyl)-3-phosphoshikimic acid;phosphate	C01269;C00009	YDR127W	P08566	1.5	8	P08566	7-phospho-2-dehydro-3-deoxy-D-arabino-heptonate	Providencia alcalifaciens	X6Q997	25.0	7.4		brenda	0.0
r_0066	R01716	2.6.1.85	forward	chorismate;L-glutamine	C00251;C00064	4-amino-4-deoxychorismate;L-glutamate	C11355;C00025	YNR033W	P37254	0.67	4	P37254	L-glutamine	Escherichia coli		25	8.0	wildtype	brenda	-1.0
r_0067	R05553	4.1.3.38	forward	4-amino-4-deoxychorismate	C11355	4-aminobenzoate;H+;pyruvate	C00568;C00080;C00022	YMR289W	Q03266	1.9	6	Q03266	4-amino-4-deoxychorismate	Mycobacterium tuberculosis	Q79FW0	25	8.5	wildtype	brenda	21.88
r_0068	R01648	2.6.1.19	forward	2-oxoglutarate;gamma-aminobutyrate	C00026;C00334	L-glutamate;succinic semialdehyde	C00025;C00232	YGR019W	P17649	0.34	5	P17649	2-oxoglutarate	Corynebacterium glutamicum	P46395	30.0	7.8		brenda	23.82
r_0069	R05086	4.2.3.1	forward	4-(phosphonooxy)-L-threonine;H2O	C06055;C00001	4-hydroxy-L-threonine;phosphate	C06056;C00009	YCR053W	P16120	0.034	8	P16120	phosphate	Thermus thermophilus	Q5SL02	25.0	8.0		brenda	23.04
r_0073	R05779	2.7.4.21	forward	4-diphospho-1D-myo-inositol pentakisphosphate;H2O	C11526;C00001	H+;myo-inositol hexakisphosphate;phosphate	C00080;C01204;C00009	YLR410W	Q06685	0.03	8	Q06685	1D-myo-inositol hexakisphosphate	Homo sapiens	O43314	37	7.2		brenda	27.07
r_0073	R05779	2.7.4.21	forward	4-diphospho-1D-myo-inositol pentakisphosphate;H2O	C11526;C00001	H+;myo-inositol hexakisphosphate;phosphate	C00080;C01204;C00009	YOR163W	Q99321	0.03	8	Q99321	1D-myo-inositol hexakisphosphate	Homo sapiens	O43314	37	7.2		brenda	12.06
r_0073	R05779	2.7.4.24	forward	4-diphospho-1D-myo-inositol pentakisphosphate;H2O	C11526;C00001	H+;myo-inositol hexakisphosphate;phosphate	C00080;C01204;C00009	YLR410W	Q06685	0.002	8	Q06685	1-diphospho-1D-myo-inositol 2,3,4,5,6-pentakisphosphate	Homo sapiens	O43314	37	7.2		brenda	27.07
r_0073	R05779	2.7.4.24	forward	4-diphospho-1D-myo-inositol pentakisphosphate;H2O	C11526;C00001	H+;myo-inositol hexakisphosphate;phosphate	C00080;C01204;C00009	YOR163W	Q99321	0.002	8	Q99321	1-diphospho-1D-myo-inositol 2,3,4,5,6-pentakisphosphate	Homo sapiens	O43314	37	7.2		brenda	12.06
r_0073	R05779	3.6.1.52	forward	4-diphospho-1D-myo-inositol pentakisphosphate;H2O	C11526;C00001	H+;myo-inositol hexakisphosphate;phosphate	C00080;C01204;C00009	YLR410W	Q06685	0.00000044	6	Q06685	4-nitrophenyl phosphate	Saccharomyces cerevisiae		37.0	6.0		brenda	-1.0
r_0073	R05779	3.6.1.52	forward	4-diphospho-1D-myo-inositol pentakisphosphate;H2O	C11526;C00001	H+;myo-inositol hexakisphosphate;phosphate	C00080;C01204;C00009	YOR163W	Q99321	0.00000044	6	Q99321	4-nitrophenyl phosphate	Saccharomyces cerevisiae		37.0	6.0		brenda	-1.0
r_0073	R05779	3.6.1.60	forward	4-diphospho-1D-myo-inositol pentakisphosphate;H2O	C11526;C00001	H+;myo-inositol hexakisphosphate;phosphate	C00080;C01204;C00009	YLR410W	Q06685	9.8	8	Q06685	P1,P6-bis(5'-adenosyl)hexaphosphate	Arabidopsis thaliana	Q52K88	37	7.6		brenda	13.18
r_0073	R05779	3.6.1.60	forward	4-diphospho-1D-myo-inositol pentakisphosphate;H2O	C11526;C00001	H+;myo-inositol hexakisphosphate;phosphate	C00080;C01204;C00009	YOR163W	Q99321	9.8	8	Q99321	P1,P6-bis(5'-adenosyl)hexaphosphate	Arabidopsis thaliana	Q52K88	37	7.6		brenda	26.21
r_0074		2.7.4.21	forward	4-diphospho-1D-myo-inositol pentakisphosphate;ATP;H+	C11526;C00002;C00080	4,5-bis(diphospho)-1D-myo-inositol tetrakisphosphate;ADP	;C00008	YDR017C	Q12494	0.03	8	Q12494	1D-myo-inositol hexakisphosphate	Homo sapiens	O43314	37	7.2		brenda	22.23
r_0075	R01402	2.4.2.28	forward	5'-S-methyl-5'-thioadenosine;phosphate	C00170;C00009	adenine;S-methyl-5-thio-alpha-D-ribose 1-phosphate	C00147;C04188	YLR017W	Q07938	0.26	7	Q07938	phosphate	Mycobacterium tuberculosis	O06401				brenda	26.0
r_0077	R01126	3.1.3.99	forward	H2O;IMP	C00001;C00130	inosine;phosphate	C00294;C00009	YOR155C	Q99312	10.3	5	Q99312	IMP	Plasmodium falciparum	A0A144A134		5	wildtype	brenda	26.27
r_0079	R04463	6.3.5.3	forward	5'-phosphoribosyl-N-formylglycineamide;ATP;H2O;L-glutamine	C04376;C00002;C00001;C00064	5'-phosphoribosyl-N-formylglycineamidine;ADP;H+;L-glutamate;phosphate	C04640;C00008;C00080;C00025;C00009	YGR061C	P38972	0.05	10	P38972	NH4+	Escherichia coli					brenda	-1.0
r_0080	R01224	1.5.1.20	forward	5,10-methylenetetrahydrofolate;H+;NADPH	C00143;C00080;C00005	5-methyltetrahydrofolate;NADP(+)	C00440;C00006	YGL125W;YPL023C	P53128;P46151	2.2	9	P46151	methylenetetrahydrofolate	Escherichia coli		4.0	7.2	wildtype	brenda	-1.0
r_0080	R01224	1.5.1.20	forward	5,10-methylenetetrahydrofolate;H+;NADPH	C00143;C00080;C00005	5-methyltetrahydrofolate;NADP(+)	C00440;C00006	YGL125W	P53128	2.2	9	P53128	methylenetetrahydrofolate	Escherichia coli		4.0	7.2	wildtype	brenda	-1.0
r_0081	R00830	2.3.1.37	forward	H+;L-glycine;succinyl-CoA	C00080;C00037;C00091	5-aminolevulinate;carbon dioxide;coenzyme A	C00430;C00011;C00010	YDR232W	P09950	1.73	4	P09950	succinyl-CoA	Caulobacter vibrioides	Q9A8J8	25.0	7.5	wildtype	brenda	32.23
r_0082	R05779	3.6.1.52	forward	5-diphospho-1D-myo-inositol pentakisphosphate;H2O	C11526;C00001	H+;myo-inositol hexakisphosphate;phosphate	C00080;C01204;C00009	YOR163W	Q99321	0.00000044	6	Q99321	4-nitrophenyl phosphate	Saccharomyces cerevisiae		37.0	6.0		brenda	-1.0
r_0082	R05779	3.6.1.60	forward	5-diphospho-1D-myo-inositol pentakisphosphate;H2O	C11526;C00001	H+;myo-inositol hexakisphosphate;phosphate	C00080;C01204;C00009	YOR163W	Q99321	9.8	8	Q99321	P1,P6-bis(5'-adenosyl)hexaphosphate	Arabidopsis thaliana	Q52K88	37	7.6		brenda	26.21
r_0083	R09087	2.7.4.21	forward	ATP;myo-inositol hexakisphosphate	C00002;C01204	5-diphospho-1D-myo-inositol pentakisphosphate;ADP	C11526;C00008	YDR017C	Q12494	0.03	8	Q12494	1D-myo-inositol hexakisphosphate	Homo sapiens	O43314	37	7.2		brenda	22.23
r_0084	R02301	6.3.3.2	forward	5-formyltetrahydrofolic acid;ATP	C03479;C00002	5,10-methenyl-THF;ADP;phosphate	C00445;C00008;C00009	YER183C	P40099	0.79	7	P40099	5-formyltetrahydrofolate	Mycoplasmoides pneumoniae	P75430	37	6.0	wildtype	brenda	23.36
r_0085	R04405	2.1.1.14	forward	5-methyltetrahydropteroyltri-L-glutamic acid;L-homocysteine	C04489;C00155	L-methionine;tetrahydropteroyltri-L-glutamic acid	C00073;C04144	YER091C	P05694	0.33	3	P05694	L-homocysteine	Saccharomyces cerevisiae		37	7.2		brenda	-1.0
r_0088		2.7.4.21	forward	5-diphospho-1D-myo-inositol pentakisphosphate;H+;phosphate	C11526;C00080;C00009	4,5-bis(diphospho)-1D-myo-inositol tetrakisphosphate;H2O	;C00001	YLR410W	Q06685	0.03	8	Q06685	1D-myo-inositol hexakisphosphate	Homo sapiens	O43314	37	7.2		brenda	27.07
r_0088		2.7.4.21	reverse	4,5-bis(diphospho)-1D-myo-inositol tetrakisphosphate;H2O	;C00001	5-diphospho-1D-myo-inositol pentakisphosphate;H+;phosphate	C11526;C00080;C00009	YLR410W	Q06685	0.03	8	Q06685	1D-myo-inositol hexakisphosphate	Homo sapiens	O43314	37	7.2		brenda	27.07
r_0088		2.7.4.24	forward	5-diphospho-1D-myo-inositol pentakisphosphate;H+;phosphate	C11526;C00080;C00009	4,5-bis(diphospho)-1D-myo-inositol tetrakisphosphate;H2O	;C00001	YLR410W	Q06685	0.002	8	Q06685	1-diphospho-1D-myo-inositol 2,3,4,5,6-pentakisphosphate	Homo sapiens	O43314	37	7.2		brenda	27.07
r_0088		2.7.4.24	reverse	4,5-bis(diphospho)-1D-myo-inositol tetrakisphosphate;H2O	;C00001	5-diphospho-1D-myo-inositol pentakisphosphate;H+;phosphate	C11526;C00080;C00009	YLR410W	Q06685	0.002	8	Q06685	1-diphospho-1D-myo-inositol 2,3,4,5,6-pentakisphosphate	Homo sapiens	O43314	37	7.2		brenda	27.07
r_0089		2.7.4.21	forward	5-diphospho-1D-myo-inositol pentakisphosphate;H+;phosphate	C11526;C00080;C00009	5,6-bis(diphospho)-1D-myo-inositol tetrakisphosphate;H2O	;C00001	YLR410W	Q06685	0.03	8	Q06685	1D-myo-inositol hexakisphosphate	Homo sapiens	O43314	37	7.2		brenda	27.07
r_0089		2.7.4.21	reverse	5,6-bis(diphospho)-1D-myo-inositol tetrakisphosphate;H2O	;C00001	5-diphospho-1D-myo-inositol pentakisphosphate;H+;phosphate	C11526;C00080;C00009	YLR410W	Q06685	0.03	8	Q06685	1D-myo-inositol hexakisphosphate	Homo sapiens	O43314	37	7.2		brenda	27.07
r_0089		2.7.4.24	forward	5-diphospho-1D-myo-inositol pentakisphosphate;H+;phosphate	C11526;C00080;C00009	5,6-bis(diphospho)-1D-myo-inositol tetrakisphosphate;H2O	;C00001	YLR410W	Q06685	0.002	8	Q06685	1-diphospho-1D-myo-inositol 2,3,4,5,6-pentakisphosphate	Homo sapiens	O43314	37	7.2		brenda	27.07
r_0089		2.7.4.24	reverse	5,6-bis(diphospho)-1D-myo-inositol tetrakisphosphate;H2O	;C00001	5-diphospho-1D-myo-inositol pentakisphosphate;H+;phosphate	C11526;C00080;C00009	YLR410W	Q06685	0.002	8	Q06685	1-diphospho-1D-myo-inositol 2,3,4,5,6-pentakisphosphate	Homo sapiens	O43314	37	7.2		brenda	27.07
r_0090		2.7.1.105	forward	ATP;D-fructose 6-phosphate	C00002;C00085	ADP;beta-D-fructose 2,6-bisphosphate;H+	C00008;C00665;C00080	YIL107C	P40433	53	6	P40433	D-fructose 6-phosphate	Escherichia coli				wildtype	brenda	-1.0
r_0090		2.7.1.105	forward	ATP;D-fructose 6-phosphate	C00002;C00085	ADP;beta-D-fructose 2,6-bisphosphate;H+	C00008;C00665;C00080	YOL136C	Q12471	53	6	Q12471	D-fructose 6-phosphate	Escherichia coli				wildtype	brenda	-1.0
r_0091	R02035	3.1.1.31	forward	6-O-phosphono-D-glucono-1,5-lactone;H2O	C01236;C00001	6-phospho-D-gluconate;H+	C00345;C00080	YGR248W	P53315	31.8	8	P53315	6-phospho-D-glucono-1,5-lactone	Giardia intestinalis	A8BWM5	25	8.0		brenda	18.13
r_0091	R02035	3.1.1.31	forward	6-O-phosphono-D-glucono-1,5-lactone;H2O	C01236;C00001	6-phospho-D-gluconate;H+	C00345;C00080	YHR163W	P38858	31.8	8	P38858	6-phospho-D-glucono-1,5-lactone	Giardia intestinalis	A8BWM5	25	8.0		brenda	18.12
r_0092	R05779	2.7.4.21	forward	6-diphospho-1D-myo-inositol pentakisphosphate;H2O	C11526;C00001	H+;myo-inositol hexakisphosphate;phosphate	C00080;C01204;C00009	YLR410W	Q06685	0.03	8	Q06685	1D-myo-inositol hexakisphosphate	Homo sapiens	O43314	37	7.2		brenda	27.07
r_0092	R05779	2.7.4.21	forward	6-diphospho-1D-myo-inositol pentakisphosphate;H2O	C11526;C00001	H+;myo-inositol hexakisphosphate;phosphate	C00080;C01204;C00009	YOR163W	Q99321	0.03	8	Q99321	1D-myo-inositol hexakisphosphate	Homo sapiens	O43314	37	7.2		brenda	12.06
r_0092	R05779	2.7.4.24	forward	6-diphospho-1D-myo-inositol pentakisphosphate;H2O	C11526;C00001	H+;myo-inositol hexakisphosphate;phosphate	C00080;C01204;C00009	YLR410W	Q06685	0.002	8	Q06685	1-diphospho-1D-myo-inositol 2,3,4,5,6-pentakisphosphate	Homo sapiens	O43314	37	7.2		brenda	27.07
r_0092	R05779	2.7.4.24	forward	6-diphospho-1D-myo-inositol pentakisphosphate;H2O	C11526;C00001	H+;myo-inositol hexakisphosphate;phosphate	C00080;C01204;C00009	YOR163W	Q99321	0.002	8	Q99321	1-diphospho-1D-myo-inositol 2,3,4,5,6-pentakisphosphate	Homo sapiens	O43314	37	7.2		brenda	12.06
r_0092	R05779	3.6.1.52	forward	6-diphospho-1D-myo-inositol pentakisphosphate;H2O	C11526;C00001	H+;myo-inositol hexakisphosphate;phosphate	C00080;C01204;C00009	YLR410W	Q06685	0.00000044	6	Q06685	4-nitrophenyl phosphate	Saccharomyces cerevisiae		37.0	6.0		brenda	-1.0
r_0092	R05779	3.6.1.52	forward	6-diphospho-1D-myo-inositol pentakisphosphate;H2O	C11526;C00001	H+;myo-inositol hexakisphosphate;phosphate	C00080;C01204;C00009	YOR163W	Q99321	0.00000044	6	Q99321	4-nitrophenyl phosphate	Saccharomyces cerevisiae		37.0	6.0		brenda	-1.0
r_0092	R05779	3.6.1.60	forward	6-diphospho-1D-myo-inositol pentakisphosphate;H2O	C11526;C00001	H+;myo-inositol hexakisphosphate;phosphate	C00080;C01204;C00009	YLR410W	Q06685	9.8	8	Q06685	P1,P6-bis(5'-adenosyl)hexaphosphate	Arabidopsis thaliana	Q52K88	37	7.6		brenda	13.18
r_0092	R05779	3.6.1.60	forward	6-diphospho-1D-myo-inositol pentakisphosphate;H2O	C11526;C00001	H+;myo-inositol hexakisphosphate;phosphate	C00080;C01204;C00009	YOR163W	Q99321	9.8	8	Q99321	P1,P6-bis(5'-adenosyl)hexaphosphate	Arabidopsis thaliana	Q52K88	37	7.6		brenda	26.21
r_0093		2.7.4.21	forward	6-diphospho-1D-myo-inositol pentakisphosphate;ATP;H+	C11526;C00002;C00080	5,6-bis(diphospho)-1D-myo-inositol tetrakisphosphate;ADP	;C00008	YDR017C	Q12494	0.03	8	Q12494	1D-myo-inositol hexakisphosphate	Homo sapiens	O43314	37	7.2		brenda	22.23
r_0095		4.1.1.1	forward	acetaldehyde	C00084	(R)-acetoin	C00810	YGR087C	P26263	65	4	P26263	pyruvate	Saccharomyces cerevisiae	P26263	25.0	7.0		brenda	100.0
r_0095		4.1.1.1	forward	acetaldehyde	C00084	(R)-acetoin	C00810	YLR044C	P06169	65	4	P06169	pyruvate	Saccharomyces cerevisiae	P06169	25.0	7.0		brenda	100.0
r_0095		4.1.1.1	forward	acetaldehyde	C00084	(R)-acetoin	C00810	YLR134W	P16467	65	4	P16467	pyruvate	Saccharomyces cerevisiae	P16467	25.0	7.0		brenda	100.0
r_0095		4.1.1.43	forward	acetaldehyde	C00084	(R)-acetoin	C00810	YGR087C	P26263	0.34	5	P26263	Pyruvic acid	Saccharomyces cerevisiae	Q06408	30.0	7.0	wildtype	brenda	30.22
r_0095		4.1.1.43	forward	acetaldehyde	C00084	(R)-acetoin	C00810	YLR044C	P06169	0.34	5	P06169	Pyruvic acid	Saccharomyces cerevisiae	Q06408	30.0	7.0	wildtype	brenda	29.79
r_0095		4.1.1.43	forward	acetaldehyde	C00084	(R)-acetoin	C00810	YLR134W	P16467	0.34	5	P16467	Pyruvic acid	Saccharomyces cerevisiae	Q06408	30.0	7.0	wildtype	brenda	29.37
r_0095		4.1.1.74	forward	acetaldehyde	C00084	(R)-acetoin	C00810	YGR087C	P26263	0.88	7	P26263	pyruvate	Enterobacter cloacae		30.0	6.5	wildtype	brenda	-1.0
r_0095		4.1.1.74	forward	acetaldehyde	C00084	(R)-acetoin	C00810	YLR044C	P06169	0.88	7	P06169	pyruvate	Enterobacter cloacae		30.0	6.5	wildtype	brenda	-1.0
r_0095		4.1.1.74	forward	acetaldehyde	C00084	(R)-acetoin	C00810	YLR134W	P16467	0.88	7	P16467	pyruvate	Enterobacter cloacae		30.0	6.5	wildtype	brenda	-1.0
r_0096		1.1.1.86	forward	2-acetyllactic acid;H+;NADPH	C00900;C00080;C00005	(R)-2,3-dihydroxy-3-methylbutanoate;NADP(+)	C04272;C00006	YLR355C	P06168	0.235	8	P06168	(2S)-2-acetolactate	Corynebacterium glutamicum	Q57179	22.0	8.0		brenda	27.7
r_0097	R00006	2.2.1.6	forward	H+;pyruvate	C00080;C00022	2-acetyllactic acid;carbon dioxide	C00900;C00011	YCL009C;YMR108W	P07342;P25605	3.196	4	P07342	pyruvate	Mycobacterium tuberculosis	P9WG41	37.0	7.5	wildtype	brenda	33.57
r_0097	R00006	2.2.1.6	forward	H+;pyruvate	C00080;C00022	2-acetyllactic acid;carbon dioxide	C00900;C00011	YMR108W	P07342	3.196	4	P07342	pyruvate	Mycobacterium tuberculosis	P9WG41	37.0	7.5	wildtype	brenda	33.57
r_0100		2.3.1.16	forward	3-oxooctadecanoyl-CoA;coenzyme A	C16216;C00010	acetyl-CoA;palmitoyl-CoA	C00024;C00154	YIL160C	P27796	14.8	7	P27796	acetoacetyl-CoA	Homo sapiens	P42765	25	7.0	wildtype	brenda	29.82
r_0101		2.3.1.16	forward	3-oxohexacosanoyl-CoA;coenzyme A	;C00010	acetyl-CoA;tetracosanoyl-CoA	C00024;C16529	YIL160C	P27796	14.8	7	P27796	acetoacetyl-CoA	Homo sapiens	P42765	25	7.0	wildtype	brenda	29.82
r_0102	R03991	2.3.1.16	forward	3-oxopalmitoyl-CoA;coenzyme A	C05259;C00010	acetyl-CoA;myristoyl-CoA	C00024;C02593	YIL160C	P27796	14.8	7	P27796	acetoacetyl-CoA	Homo sapiens	P42765	25	7.0	wildtype	brenda	29.82
r_0103	R00238	2.3.1.9	forward	acetyl-CoA	C00024	acetoacetyl-CoA;coenzyme A	C00332;C00010	YPL028W	P41338	6.5	5	P41338	acetyl-CoA	Escherichia coli	P76461	30.0	7.8		brenda	36.55
r_0103	R00238	2.3.1.9	reverse	acetoacetyl-CoA;coenzyme A	C00332;C00010	acetyl-CoA	C00024	YPL028W	P41338	220.5	5	P41338	acetoacetyl-CoA	Escherichia coli	P76461	30.0	7.8		brenda	36.55
r_0105	R03858	2.3.1.16	forward	3-oxotetradecanoyl-CoA;coenzyme A	C05261;C00010	acetyl-CoA;lauroyl-CoA	C00024;C01832	YIL160C	P27796	14.8	7	P27796	acetoacetyl-CoA	Homo sapiens	P42765	25	7.0	wildtype	brenda	29.82
r_0106	R03778	2.3.1.16	forward	3-oxodecanoyl-CoA;coenzyme A	C05265;C00010	acetyl-CoA;octanoyl-CoA	C00024;C01944	YIL160C	P27796	14.8	7	P27796	acetoacetyl-CoA	Homo sapiens	P42765	25	7.0	wildtype	brenda	29.82
r_0107	R04742	2.3.1.16	forward	3-oxolauroyl-CoA;coenzyme A	C05263;C00010	acetyl-CoA;decanoyl-CoA	C00024;C05274	YIL160C	P27796	14.8	7	P27796	acetoacetyl-CoA	Homo sapiens	P42765	25	7.0	wildtype	brenda	29.82
r_0108	R00742	6.3.4.14	forward	acetyl-CoA;ATP;bicarbonate	C00024;C00002;C00288	ADP;H+;malonyl-CoA;phosphate	C00008;C00080;C00083;C00009	YMR207C	P32874	0.3	7	P32874	HCO3-	Escherichia coli	P24182	30.0	8.0	wildtype	brenda	14.03
r_0108	R00742	6.4.1.2	forward	acetyl-CoA;ATP;bicarbonate	C00024;C00002;C00288	ADP;H+;malonyl-CoA;phosphate	C00008;C00080;C00083;C00009	YMR207C	P32874	0.192	5	P32874	acetyl-CoA	Homo sapiens	O00763	25.0	7.5		brenda	34.4
r_0109	R00742	6.3.4.14	forward	acetyl-CoA;ATP;bicarbonate	C00024;C00002;C00288	ADP;H+;malonyl-CoA;phosphate	C00008;C00080;C00083;C00009	YDL141W;YNR016C	P48445;Q00955	0.3	7	Q00955	HCO3-	Escherichia coli	P24182	30.0	8.0	wildtype	brenda	14.18
r_0111	R00227	3.1.2.1	forward	acetyl-CoA;H2O	C00024;C00001	acetate;coenzyme A;H+	C00033;C00010;C00080	YBL015W	P32316	7.26	4	P32316	acetyl-CoA	Mus musculus	Q9DBK0	37	8	wildtype	brenda	21.98
r_0112	R00235	6.2.1.1	forward	acetate;ATP;coenzyme A	C00033;C00002;C00010	acetyl-CoA;AMP;diphosphate	C00024;C00020;C00013	YAL054C	Q01574	0.64	4	Q01574	acetate	Escherichia coli	P27550	37.0	7.5	wildtype	brenda	34.48
r_0112	R00235	6.2.1.1	forward	acetate;ATP;coenzyme A	C00033;C00002;C00010	acetyl-CoA;AMP;diphosphate	C00024;C00020;C00013	YLR153C	P52910	0.64	4	P52910	acetate	Escherichia coli	P27550	37.0	7.5	wildtype	brenda	37.06
r_0115	R02649	1.2.1.38	forward	ATP;N-acetyl-L-glutamate	C00002;C00624	ADP;N-acetyl-L-gamma-glutamyl phosphate	C00008;C04133	YER069W	Q01217		15									
r_0115	R02649	2.7.2.8	forward	ATP;N-acetyl-L-glutamate	C00002;C00624	ADP;N-acetyl-L-gamma-glutamyl phosphate	C00008;C04133	YER069W	Q01217	4.9	1	Q01217	N-acetyl-L-glutamate	Saccharomyces cerevisiae	Q01217	37.0		wildtype	brenda	100.0
r_0116	R00548	3.1.3.2	forward	FMN;H2O	C00061;C00001	phosphate;riboflavin	C00009;C00255	YBR093C	P00635	22.25	7	P00635	p-nitrophenyl phosphate	Salmonella enterica subsp. enterica serovar Typhimurium	Q71EB8	37.0	5.5	wildtype	brenda	20.5
r_0116	R00548	3.1.3.2	forward	FMN;H2O	C00061;C00001	phosphate;riboflavin	C00009;C00255	YAR071W	P35842	22.25	7	P35842	p-nitrophenyl phosphate	Salmonella enterica subsp. enterica serovar Typhimurium	Q71EB8	37.0	5.5	wildtype	brenda	20.5
r_0116	R00548	3.1.3.2	forward	FMN;H2O	C00061;C00001	phosphate;riboflavin	C00009;C00255	YBR092C	P24031	22.25	7	P24031	p-nitrophenyl phosphate	Salmonella enterica subsp. enterica serovar Typhimurium	Q71EB8	37.0	5.5	wildtype	brenda	21.73
